,index,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Coordinates,StreetType,Weekend
12701,12701,Craigieburn,2 Ravenwoods Wy,3,h,492000.0,S,hockingstuart,2017-09-16,20.6,3064,3,2,2,255.0,184.0,2009,,-37.59735,144.91118,Northern Metropolitan,15510,"-37.59735, 144.91118",other,1
12702,12702,Croydon,14 Venetian Ct,3,h,858000.0,S,RW,2017-09-16,23.0,3136,3,1,2,857.0,139.0,1960,,-37.80244,145.29711,Eastern Metropolitan,11925,"-37.80244, 145.29711",Ct,1
12703,12703,Dandenong North,60 First Av,3,h,682000.0,S,O'Brien,2017-09-16,24.7,3175,3,1,5,556.0,105.0,1987,,-37.95788,145.21389,South-Eastern Metropolitan,8322,"-37.95788, 145.21389",Av,1
12704,12704,Deer Park,1 Hovell St,3,h,629500.0,SA,HAR,2017-09-16,14.8,3023,3,1,6,534.0,126.0,1970,,-37.75504,144.77313999999996,Western Metropolitan,6388,"-37.75504, 144.77314",St,1
12705,12705,Dingley Village,32 Fernhill Dr,4,h,1281000.0,S,Buxton,2017-09-16,22.2,3172,4,2,2,566.0,234.0,2000,,-37.97215,145.12389,South-Eastern Metropolitan,3940,"-37.97215, 145.12389",Dr,1
12706,12706,Doncaster,4/30 Fromhold Dr,3,t,751000.0,S,McGrath,2017-09-16,12.4,3108,3,2,1,170.0,139.0,2010,,-37.78267,145.14278000000004,Eastern Metropolitan,9028,"-37.78267, 145.14278",Dr,1
12707,12707,Doncaster East,5 Ryder Ct,5,h,1330000.0,S,other,2017-09-16,14.3,3109,5,3,3,751.0,439.0,1980,,-37.76431,145.17778,Eastern Metropolitan,10999,"-37.76431, 145.17778",Ct,1
12708,12708,Doveton,5 Hakea St,3,h,469000.0,SP,C21,2017-09-16,28.8,3177,3,1,2,585.0,101.0,1959,,-37.99515,145.23244,South-Eastern Metropolitan,3533,"-37.99515, 145.23244",St,1
12709,12709,Doveton,8 Peppermint St,3,h,531000.0,SP,other,2017-09-16,28.8,3177,3,1,5,586.0,126.0,1970,,-37.99161,145.23278,South-Eastern Metropolitan,3533,"-37.99161, 145.23278",St,1
12710,12710,Eltham,2 Andrews St,4,h,1085000.0,PI,other,2017-09-16,18.0,3095,4,2,2,782.0,126.0,1970,,-37.70349,145.16281,Eastern Metropolitan,6990,"-37.70349, 145.16281",St,1
12711,12711,Eltham,119 Dalton St,3,h,915000.0,S,Fletchers,2017-09-16,18.0,3095,3,2,2,795.0,146.0,1960,,-37.72503,145.15142,Eastern Metropolitan,6990,"-37.72503, 145.15142",St,1
12712,12712,Eltham,11 Thornton St,4,h,890000.0,S,other,2017-09-16,18.0,3095,4,2,2,1010.0,126.0,1970,,-37.72881,145.13703999999996,Eastern Metropolitan,6990,"-37.72881, 145.13704",St,1
12713,12713,Elwood,11 Joyce St,3,h,1800000.0,VB,Marshall,2017-09-16,7.2,3184,3,2,2,380.0,126.0,1920,,-37.88922,144.9896,Southern Metropolitan,8989,"-37.88922, 144.9896",St,1
12714,12714,Epping,10 Hastings Ct,3,h,600000.0,S,Love,2017-09-16,19.6,3076,3,1,2,555.0,126.0,1970,,-37.64417,145.04043,Northern Metropolitan,10926,"-37.64417, 145.04043",Ct,1
12715,12715,Epping,20 Orlit Ct,3,h,647000.0,S,HAR,2017-09-16,19.6,3076,3,2,4,614.0,126.0,1970,,-37.64035,145.05624,Northern Metropolitan,10926,"-37.64035, 145.05624",Ct,1
12716,12716,Essendon,3/157 Deakin St,3,t,770000.0,VB,Nelson,2017-09-16,7.5,3040,3,1,1,116.0,126.0,2001,,-37.73899,144.89291,Western Metropolitan,9264,"-37.73899, 144.89291",St,1
12717,12717,Essendon,50 Ogilvie St,3,h,1150000.0,S,Brad,2017-09-16,7.5,3040,3,1,2,658.0,183.0,1950,,-37.75009,144.89271000000005,Western Metropolitan,9264,"-37.75009, 144.89271",St,1
12718,12718,Essendon North,25 Prince St,3,u,1170000.0,S,Brad,2017-09-16,8.2,3041,3,2,1,292.0,126.0,1970,,-37.73727,144.8986,Western Metropolitan,1308,"-37.73727, 144.8986",St,1
12719,12719,Fairfield,44 Separation St,4,h,1255000.0,S,McGrath,2017-09-16,5.7,3078,4,1,1,368.0,148.0,1915,,-37.77167,145.02015,Northern Metropolitan,2970,"-37.77167, 145.02015",St,1
12720,12720,Fairfield,7 Separation St,3,h,1300000.0,SP,Love,2017-09-16,5.7,3078,3,2,4,579.0,113.0,1960,,-37.77252,145.02546,Northern Metropolitan,2970,"-37.77252, 145.02546",St,1
12721,12721,Fawkner,15 Dorothy St,3,h,680000.0,SP,Purplebricks,2017-09-16,13.1,3060,3,2,2,588.0,126.0,1970,,-37.69403,144.96674,Northern Metropolitan,5070,"-37.69403, 144.96674",St,1
12722,12722,Fawkner,34 Stanford Cl,3,h,670000.0,VB,Nelson,2017-09-16,13.1,3060,3,2,2,350.0,126.0,1970,,-37.69592,144.96381,Northern Metropolitan,5070,"-37.69592, 144.96381",Cl,1
12723,12723,Fitzroy North,90 Bennett St,3,h,1400000.0,PI,McGrath,2017-09-16,3.6,3068,3,2,2,9338.0,126.0,1970,,-37.78101,144.98843,Northern Metropolitan,6244,"-37.78101, 144.98843",St,1
12724,12724,Forest Hill,41 Parkmore Rd,4,h,950000.0,VB,Noel,2017-09-16,15.4,3131,4,2,3,587.0,126.0,1970,,-37.84154,145.17606,Eastern Metropolitan,4385,"-37.84154, 145.17606",Rd,1
12725,12725,Frankston,5 Miranda Pl,4,h,650000.0,S,O'Brien,2017-09-16,38.0,3199,4,2,2,710.0,126.0,1970,,-38.16802,145.14349,South-Eastern Metropolitan,17055,"-38.16802, 145.14349",Pl,1
12726,12726,Frankston South,49 Fleetwood Cr,2,h,910000.0,S,Ray,2017-09-16,38.0,3199,2,1,2,894.0,126.0,1970,,-38.16185,145.10976000000005,South-Eastern Metropolitan,7566,"-38.16185, 145.10976",Cr,1
12727,12727,Frankston South,13 Leslie St,4,h,760000.0,S,Eview,2017-09-16,38.0,3199,4,2,2,536.0,180.0,1965,,-38.16363,145.11545,South-Eastern Metropolitan,7566,"-38.16363, 145.11545",St,1
12728,12728,Gisborne,7 Wyralla Cr,6,h,650000.0,SP,Raine,2017-09-16,45.9,3437,6,2,2,1301.0,126.0,1970,,-37.50733,144.58666000000005,Northern Victoria,3376,"-37.50733, 144.58666",Cr,1
12729,12729,Glen Iris,5 Gatis St,3,h,1738000.0,S,Jellis,2017-09-16,7.3,3146,3,2,2,692.0,126.0,1970,,-37.85672,145.09098999999995,Southern Metropolitan,10412,"-37.85672, 145.09099",St,1
12730,12730,Glen Iris,1/16 Osborne Av,2,t,965000.0,S,hockingstuart,2017-09-16,7.3,3146,2,2,1,704.0,126.0,1970,,-37.85698,145.04686,Southern Metropolitan,10412,"-37.85698, 145.04686",Av,1
12731,12731,Glen Iris,1A Rosemary Gr,3,t,1333000.0,S,Noel,2017-09-16,7.3,3146,3,2,1,344.0,126.0,1970,,-37.85289,145.0944,Southern Metropolitan,10412,"-37.85289, 145.0944",Gr,1
12732,12732,Glen Iris,111 Tooronga Rd,2,h,1366000.0,S,Jellis,2017-09-16,7.3,3146,2,2,1,241.0,126.0,1970,,-37.86277000000001,145.04012,Southern Metropolitan,10412,"-37.86277, 145.04012",Rd,1
12733,12733,Glen Waverley,31 Chapman Bvd,3,h,1275000.0,S,hockingstuart,2017-09-16,16.7,3150,3,2,2,714.0,164.0,1973,,-37.88809000000001,145.19011,Eastern Metropolitan,15321,"-37.88809, 145.19011",other,1
12734,12734,Glen Waverley,45 Kennedy St,3,h,1750000.0,PI,other,2017-09-16,16.7,3150,3,1,0,727.0,126.0,1970,,-37.8763,145.17166,Eastern Metropolitan,15321,"-37.8763, 145.17166",St,1
12735,12735,Glen Waverley,50 Madigan Dr,5,h,1480000.0,S,Barry,2017-09-16,16.7,3150,5,2,2,718.0,237.0,1980,,-37.8888,145.18692,Eastern Metropolitan,15321,"-37.8888, 145.18692",Dr,1
12736,12736,Glenroy,76 Daley St,2,h,605000.0,PI,RW,2017-09-16,11.2,3046,2,1,6,589.0,126.0,1970,,-37.69708,144.92967,Northern Metropolitan,8870,"-37.69708, 144.92967",St,1
12737,12737,Greensborough,34 Crana Gr,3,h,922000.0,S,other,2017-09-16,16.1,3088,3,2,2,587.0,200.0,1979,,-37.68569,145.10902,Northern Metropolitan,8524,"-37.68569, 145.10902",Gr,1
12738,12738,Greensborough,6 Murumba St,4,h,865000.0,S,other,2017-09-16,16.1,3088,4,2,2,734.0,211.0,1980,,-37.6929,145.1272,Northern Metropolitan,8524,"-37.6929, 145.1272",St,1
12739,12739,Greenvale,24 Posy St,5,h,650000.0,PI,hockingstuart,2017-09-16,20.4,3059,5,2,2,512.0,239.0,2014,,-37.6248,144.87612,Northern Metropolitan,4864,"-37.6248, 144.87612",St,1
12740,12740,Hallam,39 Alexander St,3,h,661000.0,S,other,2017-09-16,32.3,3803,3,1,3,819.0,126.0,1970,,-38.00377,145.26161000000005,South-Eastern Metropolitan,3728,"-38.00377, 145.26161",St,1
12741,12741,Hampton,4 Bolton Av,3,h,2515000.0,S,Buxton,2017-09-16,13.8,3188,3,2,2,604.0,126.0,1970,,-37.93105,144.99437,Southern Metropolitan,5454,"-37.93105, 144.99437",Av,1
12742,12742,Hampton,16 Conifer St,3,h,1520000.0,VB,Hodges,2017-09-16,13.8,3188,3,1,3,627.0,126.0,1970,,-37.94515,145.01886000000005,Southern Metropolitan,5454,"-37.94515, 145.01886",St,1
12743,12743,Hampton,41 Grout St,4,h,2550000.0,VB,Buxton,2017-09-16,13.8,3188,4,2,2,620.0,126.0,1993,,-37.93478,145.01156,Southern Metropolitan,5454,"-37.93478, 145.01156",St,1
12744,12744,Hampton,15 May St,4,h,1820000.0,PI,other,2017-09-16,13.8,3188,4,2,2,412.0,423.0,1940,,-37.93598,145.01152,Southern Metropolitan,5454,"-37.93598, 145.01152",St,1
12745,12745,Hampton,102 Willis St,3,h,1450000.0,S,Nick,2017-09-16,13.8,3188,3,1,1,464.0,147.0,1948,,-37.93753,145.0102,Southern Metropolitan,5454,"-37.93753, 145.0102",St,1
12746,12746,Hampton East,11 Keiller St,3,h,1060000.0,PI,Jellis,2017-09-16,13.8,3188,3,2,3,465.0,126.0,1970,,-37.93524,145.03438,Southern Metropolitan,2356,"-37.93524, 145.03438",St,1
12747,12747,Hampton East,32 Lonsdale Av,2,t,875000.0,VB,Buxton,2017-09-16,13.8,3188,2,1,1,234.0,126.0,1970,,-37.93522,145.02837,Southern Metropolitan,2356,"-37.93522, 145.02837",Av,1
12748,12748,Hawthorn,357 Auburn Rd,4,h,2325000.0,S,Jellis,2017-09-16,5.3,3122,4,3,2,649.0,227.0,1920,,-37.83508,145.0429,Southern Metropolitan,11308,"-37.83508, 145.0429",Rd,1
12749,12749,Hawthorn,25 William St,3,h,1450000.0,VB,Marshall,2017-09-16,5.3,3122,3,1,0,216.0,104.0,1890,,-37.82031,145.04043,Southern Metropolitan,11308,"-37.82031, 145.04043",St,1
12750,12750,Heidelberg West,122 Altona St,3,h,846000.0,S,Ray,2017-09-16,8.8,3081,3,2,2,605.0,126.0,1970,,-37.74591,145.04449,Eastern Metropolitan,2674,"-37.74591, 145.04449",St,1
12751,12751,Hillside,110 Allenby Rd,4,h,628000.0,S,Barry,2017-09-16,18.0,3037,4,2,1,480.0,120.0,2003,,-37.70228,144.74316000000005,Western Metropolitan,5556,"-37.70228, 144.74316",Rd,1
12752,12752,Hillside,3 Dryburgh Pl,3,h,645500.0,S,other,2017-09-16,18.0,3037,3,2,2,719.0,155.0,2000,,-37.6883,144.74225,Western Metropolitan,5556,"-37.6883, 144.74225",Pl,1
12753,12753,Hoppers Crossing,13 Doynton Pde,3,h,575000.0,S,other,2017-09-16,18.4,3029,3,1,4,592.0,126.0,1970,,-37.88157,144.69426,Western Metropolitan,13830,"-37.88157, 144.69426",Pde,1
12754,12754,Hoppers Crossing,9 Matthew Cl,4,h,525000.0,SP,other,2017-09-16,18.4,3029,4,2,2,452.0,134.0,1993,,-37.87517,144.67094,Western Metropolitan,13830,"-37.87517, 144.67094",Cl,1
12755,12755,Hoppers Crossing,17 McCormack Cr,4,h,723000.0,S,hockingstuart,2017-09-16,18.4,3029,4,2,2,872.0,126.0,1970,,-37.87217,144.68746000000004,Western Metropolitan,13830,"-37.87217, 144.68746",Cr,1
12756,12756,Jacana,17 Emu Pde,3,h,626000.0,S,Raine,2017-09-16,14.0,3047,3,1,2,622.0,87.0,1960,,-37.68908,144.9116,Northern Metropolitan,851,"-37.68908, 144.9116",Pde,1
12757,12757,Keilor,6 Riverside Av,3,h,840000.0,S,Barry,2017-09-16,14.5,3036,3,2,2,725.0,225.0,1970,,-37.72465,144.8359,Western Metropolitan,2339,"-37.72465, 144.8359",Av,1
12758,12758,Keilor East,16 Ash Gr,4,h,1230000.0,S,Nelson,2017-09-16,11.7,3033,4,4,2,538.0,127.0,1990,,-37.74975,144.86895,Western Metropolitan,5629,"-37.74975, 144.86895",Gr,1
12759,12759,Keilor East,11 Wunnamurra Dr,3,h,933000.0,SP,Nelson,2017-09-16,11.7,3033,3,1,2,613.0,126.0,1970,,-37.7349,144.86225,Western Metropolitan,5629,"-37.7349, 144.86225",Dr,1
12760,12760,Kew,14 Atkins St,4,h,2375000.0,S,Jellis,2017-09-16,5.4,3101,4,3,2,481.0,126.0,1970,,-37.81027,145.04476,Southern Metropolitan,10331,"-37.81027, 145.04476",St,1
12761,12761,Kew,2/17 Marshall Av,3,h,1950000.0,S,Marshall,2017-09-16,5.4,3101,3,2,2,460.0,126.0,2000,,-37.80646,145.04651,Southern Metropolitan,10331,"-37.80646, 145.04651",Av,1
12762,12762,Kew,130 Sackville St,5,h,5065000.0,PI,RT,2017-09-16,5.4,3101,5,4,2,892.0,126.0,1917,,-37.8142,145.05973,Southern Metropolitan,10331,"-37.8142, 145.05973",St,1
12763,12763,Kew East,115 Belford Rd,3,h,1650000.0,VB,Jellis,2017-09-16,7.3,3102,3,1,2,650.0,126.0,1970,,-37.79235,145.04789,Southern Metropolitan,2671,"-37.79235, 145.04789",Rd,1
12764,12764,Kew East,50 Windella Av,3,h,2125000.0,VB,Jellis,2017-09-16,7.3,3102,3,2,2,741.0,126.0,1970,,-37.7955,145.05046000000004,Southern Metropolitan,2671,"-37.7955, 145.05046",Av,1
12765,12765,Kew East,5 Woodlands Av,2,h,1325000.0,PI,Jellis,2017-09-16,7.3,3102,2,1,2,422.0,88.0,1940,,-37.79938,145.05662,Southern Metropolitan,2671,"-37.79938, 145.05662",Av,1
12766,12766,Kew East,22 Woolcock Av,3,h,1975000.0,PI,other,2017-09-16,7.3,3102,3,1,2,676.0,160.0,1925,,-37.79546,145.04533,Southern Metropolitan,2671,"-37.79546, 145.04533",Av,1
12767,12767,Kingsville,70 Chirnside St,4,h,1140000.0,SP,Jas,2017-09-16,6.4,3012,4,1,0,276.0,118.0,1915,,-37.80774,144.88251,Western Metropolitan,1808,"-37.80774, 144.88251",St,1
12768,12768,Kingsville,5 Wales St,3,h,1000000.0,PI,Jas,2017-09-16,6.4,3012,3,2,2,275.0,282.0,1940,,-37.80592,144.8807,Western Metropolitan,1808,"-37.80592, 144.8807",St,1
12769,12769,Lalor,2 Blackwood St,3,h,801000.0,S,HAR,2017-09-16,16.3,3075,3,1,1,852.0,126.0,1970,,-37.67601,145.02955,Northern Metropolitan,8279,"-37.67601, 145.02955",St,1
12770,12770,Lalor,6 Everest Ct,3,h,596000.0,S,HAR,2017-09-16,16.3,3075,3,1,2,570.0,126.0,1970,,-37.66422,144.99893,Northern Metropolitan,8279,"-37.66422, 144.99893",Ct,1
12771,12771,Malvern,32 Milton Pde,4,t,2750000.0,SP,Marshall,2017-09-16,5.9,3144,4,2,3,357.0,270.0,2015,,-37.84684,145.03893,Southern Metropolitan,4675,"-37.84684, 145.03893",Pde,1
12772,12772,Malvern,27 Wheatland Rd,4,h,3400000.0,S,Marshall,2017-09-16,5.9,3144,4,2,2,561.0,285.0,1970,,-37.86552,145.03529,Southern Metropolitan,4675,"-37.86552, 145.03529",Rd,1
12773,12773,Meadow Heights,25 Darebin Ct,3,h,370000.0,S,YPA,2017-09-16,17.4,3048,3,1,1,784.0,95.0,1978,,-37.65877,144.91191,Northern Metropolitan,4704,"-37.65877, 144.91191",Ct,1
12774,12774,Mentone,1/131 Balcombe Rd,3,t,995000.0,S,hockingstuart,2017-09-16,20.0,3194,3,3,2,248.0,166.0,2011,,-37.98087,145.06024,South-Eastern Metropolitan,6162,"-37.98087, 145.06024",Rd,1
12775,12775,Mentone,11 Broome Av,3,h,950000.0,PI,Barry,2017-09-16,20.0,3194,3,1,2,531.0,126.0,1970,,-37.98023,145.08402,South-Eastern Metropolitan,6162,"-37.98023, 145.08402",Av,1
12776,12776,Mentone,21 Chicquita Cct,3,t,792000.0,S,hockingstuart,2017-09-16,20.0,3194,3,2,2,156.0,126.0,1970,,-37.97928,145.0763,South-Eastern Metropolitan,6162,"-37.97928, 145.0763",other,1
12777,12777,Mill Park,2/33 Allwyn Cr,2,u,445000.0,SP,Ray,2017-09-16,17.9,3082,2,1,1,265.0,126.0,1970,,-37.65678,145.07811,Northern Metropolitan,10529,"-37.65678, 145.07811",Cr,1
12778,12778,Mill Park,68 Heritage Dr,3,h,675000.0,S,HAR,2017-09-16,17.9,3082,3,1,4,640.0,126.0,1980,,-37.65296,145.04564,Northern Metropolitan,10529,"-37.65296, 145.04564",Dr,1
12779,12779,Mill Park,20 Mayfield Dr,4,h,721000.0,S,Love,2017-09-16,17.9,3082,4,2,2,603.0,126.0,1970,,-37.67363,145.06796,Northern Metropolitan,10529,"-37.67363, 145.06796",Dr,1
12780,12780,Mill Park,36/292 McKimmies Rd,4,t,492000.0,S,Ray,2017-09-16,17.9,3082,4,1,1,199.0,126.0,1970,,-37.677,145.05658,Northern Metropolitan,10529,"-37.677, 145.05658",Rd,1
12781,12781,Mill Park,9 Taree Pl,4,h,900000.0,S,Love,2017-09-16,17.9,3082,4,2,2,609.0,231.0,2003,,-37.65898,145.08245,Northern Metropolitan,10529,"-37.65898, 145.08245",Pl,1
12782,12782,Mill Park,9 Valadero Ct,3,h,650000.0,S,HAR,2017-09-16,17.9,3082,3,1,2,588.0,126.0,1970,,-37.67434,145.05993999999995,Northern Metropolitan,10529,"-37.67434, 145.05994",Ct,1
12783,12783,Mitcham,55 Burnett St,4,h,1120000.0,SP,Noel,2017-09-16,17.2,3132,4,2,2,981.0,126.0,1970,,-37.81188,145.20051999999995,Eastern Metropolitan,6871,"-37.81188, 145.20052",St,1
12784,12784,Mitcham,46 Churinga Av,3,h,961000.0,S,Noel,2017-09-16,17.2,3132,3,2,1,625.0,126.0,1970,,-37.82997,145.20978,Eastern Metropolitan,6871,"-37.82997, 145.20978",Av,1
12785,12785,Mitcham,13 Willow Av,3,h,990000.0,SA,Philip,2017-09-16,17.2,3132,3,1,2,680.0,126.0,1970,,-37.82077,145.20391,Eastern Metropolitan,6871,"-37.82077, 145.20391",Av,1
12786,12786,Mont Albert,1/11 Rowland St,3,t,1580000.0,S,Marshall,2017-09-16,10.2,3127,3,2,2,1153.0,126.0,1970,,-37.82055,145.11168999999995,Eastern Metropolitan,2079,"-37.82055, 145.11169",St,1
12787,12787,Mont Albert,85 Victoria Cr,4,h,2500000.0,VB,Marshall,2017-09-16,10.2,3127,4,3,3,402.0,277.0,1950,,-37.8137,145.11013,Eastern Metropolitan,2079,"-37.8137, 145.11013",Cr,1
12788,12788,Montmorency,21 Sackville St,4,h,940000.0,S,other,2017-09-16,16.2,3094,4,2,2,870.0,126.0,1970,,-37.7264,145.12749,Eastern Metropolitan,3891,"-37.7264, 145.12749",St,1
12789,12789,Moonee Ponds,48 Vine St,4,h,1200000.0,VB,Nelson,2017-09-16,6.2,3039,4,1,1,455.0,145.0,1920,,-37.76913,144.93236000000005,Western Metropolitan,6232,"-37.76913, 144.93236",St,1
12790,12790,Moonee Ponds,113 Wilson St,3,h,1007500.0,S,other,2017-09-16,6.2,3039,3,1,1,450.0,126.0,1970,,-37.76375,144.93701,Western Metropolitan,6232,"-37.76375, 144.93701",St,1
12791,12791,Moorabbin,2/165 Wickham Rd,3,u,828000.0,S,Jellis,2017-09-16,14.3,3189,3,2,2,301.0,117.0,1980,,-37.94511,145.04426999999995,Southern Metropolitan,2555,"-37.94511, 145.04427",Rd,1
12792,12792,Mordialloc,5 Reys Cl,4,h,1285000.0,S,Hodges,2017-09-16,21.5,3195,4,2,4,656.0,126.0,1970,,-38.00394,145.1025,South-Eastern Metropolitan,3650,"-38.00394, 145.1025",Cl,1
12793,12793,Mount Waverley,37 Illuka Cr,5,h,2420000.0,SP,other,2017-09-16,14.2,3149,5,5,2,757.0,503.0,1975,,-37.8875,145.14467,Eastern Metropolitan,13366,"-37.8875, 145.14467",Cr,1
12794,12794,Mount Waverley,15 Lynden Gr,4,h,1335000.0,SP,Harcourts,2017-09-16,14.2,3149,4,1,3,731.0,145.0,1970,,-37.86118,145.11506,Eastern Metropolitan,13366,"-37.86118, 145.11506",Gr,1
12795,12795,Mount Waverley,11 Pamela St,3,h,1451000.0,S,hockingstuart,2017-09-16,14.2,3149,3,2,1,730.0,126.0,1970,,-37.88494,145.11951000000005,Eastern Metropolitan,13366,"-37.88494, 145.11951",St,1
12796,12796,Mount Waverley,37 Pascall St,4,h,1480000.0,S,Jellis,2017-09-16,14.2,3149,4,2,2,695.0,160.0,1970,,-37.86127000000001,145.14271000000005,Eastern Metropolitan,13366,"-37.86127, 145.14271",St,1
12797,12797,Mulgrave,76 Hansworth St,3,h,850000.0,PI,Barry,2017-09-16,18.8,3170,3,1,2,648.0,126.0,1970,,-37.93134000000001,145.17584,South-Eastern Metropolitan,7113,"-37.93134, 145.17584",St,1
12798,12798,Mulgrave,12 Orion Ct,3,h,912000.0,S,Ray,2017-09-16,18.8,3170,3,2,1,753.0,126.0,1970,,-37.9213,145.16366000000005,South-Eastern Metropolitan,7113,"-37.9213, 145.16366",Ct,1
12799,12799,Mulgrave,1 Sneddon Ct,4,h,1100000.0,S,RW,2017-09-16,18.8,3170,4,2,2,748.0,152.0,1996,,-37.9265,145.19758000000004,South-Eastern Metropolitan,7113,"-37.9265, 145.19758",Ct,1
12800,12800,Narre Warren,12 Emily Dr,4,h,792500.0,S,Harcourts,2017-09-16,34.1,3805,4,2,2,846.0,174.0,1996,,-38.00626,145.29079,South-Eastern Metropolitan,9376,"-38.00626, 145.29079",Dr,1
12801,12801,Newport,70 Anderson St,3,h,1262000.0,SP,Williams,2017-09-16,6.2,3015,3,2,2,343.0,110.0,1980,,-37.84461,144.87515,Western Metropolitan,5498,"-37.84461, 144.87515",St,1
12802,12802,Newport,8 Brown St,4,h,1210000.0,S,Sweeney,2017-09-16,6.2,3015,4,1,0,325.0,160.0,1983,,-37.84373,144.88603999999995,Western Metropolitan,5498,"-37.84373, 144.88604",St,1
12803,12803,Niddrie,21 Haldane Rd,3,h,1186000.0,S,Nelson,2017-09-16,10.4,3042,3,1,4,654.0,112.0,1955,,-37.73554,144.88517,Western Metropolitan,2291,"-37.73554, 144.88517",Rd,1
12804,12804,Northcote,8 Aberdeen Gr,3,h,1320000.0,S,Jellis,2017-09-16,5.3,3070,3,1,1,227.0,119.0,1920,,-37.77432,144.99111000000005,Northern Metropolitan,11364,"-37.77432, 144.99111",Gr,1
12805,12805,Northcote,92 Beavers Rd,2,h,1325000.0,S,Jellis,2017-09-16,5.3,3070,2,1,2,315.0,126.0,1970,,-37.76603,144.99366,Northern Metropolitan,11364,"-37.76603, 144.99366",Rd,1
12806,12806,Northcote,217 Westgarth St,2,h,780000.0,VB,Nelson,2017-09-16,5.3,3070,2,1,2,242.0,126.0,1970,,-37.78254,145.01013999999995,Northern Metropolitan,11364,"-37.78254, 145.01014",St,1
12807,12807,Oak Park,107 New Rd,5,h,955000.0,S,Nelson,2017-09-16,11.2,3046,5,2,4,838.0,126.0,1970,,-37.71302,144.90338,Northern Metropolitan,2651,"-37.71302, 144.90338",Rd,1
12808,12808,Oak Park,242 Waterloo Rd,3,h,725000.0,SP,Nelson,2017-09-16,11.2,3046,3,1,1,327.0,111.0,1960,,-37.7151,144.92103,Northern Metropolitan,2651,"-37.7151, 144.92103",Rd,1
12809,12809,Oakleigh South,19 Luntar Rd,3,h,950000.0,PI,Ray,2017-09-16,15.5,3167,3,1,2,660.0,126.0,1970,,-37.92745,145.08276,South-Eastern Metropolitan,3692,"-37.92745, 145.08276",Rd,1
12810,12810,Parkdale,29 Evan St,3,h,1250000.0,S,other,2017-09-16,21.5,3195,3,1,2,802.0,126.0,1970,,-37.98752,145.08358,South-Eastern Metropolitan,5087,"-37.98752, 145.08358",St,1
12811,12811,Pascoe Vale,25 Rhodes Pde,3,h,850000.0,VB,Nelson,2017-09-16,8.5,3044,3,1,1,712.0,133.0,1940,,-37.71594,144.92986000000005,Northern Metropolitan,7485,"-37.71594, 144.92986",Pde,1
12812,12812,Pascoe Vale,13 Yorkshire St,3,h,1160000.0,S,Nelson,2017-09-16,8.5,3044,3,2,2,480.0,126.0,1970,,-37.72523,144.94567,Northern Metropolitan,7485,"-37.72523, 144.94567",St,1
12813,12813,Point Cook,18 Creswick Dr,4,h,765000.0,S,other,2017-09-16,14.7,3030,4,2,2,612.0,219.0,2004,,-37.88177,144.74221,Western Metropolitan,15542,"-37.88177, 144.74221",Dr,1
12814,12814,Point Cook,38 Yuruga Bvd,4,h,635000.0,S,hockingstuart,2017-09-16,14.7,3030,4,2,2,334.0,244.0,2000,,-37.90584000000001,144.74858,Western Metropolitan,15542,"-37.90584, 144.74858",other,1
12815,12815,Port Melbourne,50 McCormack St,2,h,1260000.0,S,Greg,2017-09-16,3.5,3207,2,1,2,112.0,126.0,1970,,-37.8379,144.94651000000005,Southern Metropolitan,8648,"-37.8379, 144.94651",St,1
12816,12816,Port Melbourne,84 Ross St,3,h,1960000.0,SP,Greg,2017-09-16,3.5,3207,3,2,0,253.0,230.0,1900,,-37.836,144.93701,Southern Metropolitan,8648,"-37.836, 144.93701",St,1
12817,12817,Prahran,62 Donald St,3,h,1771000.0,S,Biggin,2017-09-16,4.6,3181,3,2,1,240.0,126.0,1970,,-37.8469,144.98705,Southern Metropolitan,7717,"-37.8469, 144.98705",St,1
12818,12818,Prahran,19 Porter St,1,u,515000.0,S,Biggin,2017-09-16,4.6,3181,1,1,2,284.0,126.0,1970,,-37.85018,144.99006,Southern Metropolitan,7717,"-37.85018, 144.99006",St,1
12819,12819,Prahran,73 Pridham St,3,h,1610000.0,PI,Jellis,2017-09-16,4.6,3181,3,2,2,111.0,126.0,1890,,-37.85169000000001,145.00557,Southern Metropolitan,7717,"-37.85169, 145.00557",St,1
12820,12820,Preston,23 Lyonsville Av,3,h,1035000.0,S,Nelson,2017-09-16,8.4,3072,3,1,2,696.0,126.0,1970,,-37.73761,145.02119,Northern Metropolitan,14577,"-37.73761, 145.02119",Av,1
12821,12821,Preston,106 Malpas St,3,h,880000.0,S,Nelson,2017-09-16,8.4,3072,3,1,0,480.0,126.0,1970,,-37.73346,145.01506,Northern Metropolitan,14577,"-37.73346, 145.01506",St,1
12822,12822,Princes Hill,112 McIlwraith St,2,h,1625000.0,PI,Collins,2017-09-16,3.5,3054,2,1,1,253.0,126.0,1970,,-37.78243,144.96871000000004,Northern Metropolitan,1008,"-37.78243, 144.96871",St,1
12823,12823,Reservoir,119 Boldrewood Pde,3,h,930000.0,S,Barry,2017-09-16,12.0,3073,3,1,2,735.0,126.0,1970,,-37.71491,145.02191000000005,Northern Metropolitan,21650,"-37.71491, 145.02191",Pde,1
